iter 159345, train , nav_error: 0.6059, oracle_error: 0.4771, steps: 26.0596, lengths: 10.1837, cls: 0.9210, ndtw: 0.8708, sdtw: 0.8523, success_rate: 0.9486, oracle_rate: 0.9623, spl: 0.9294, val_seen , nav_error: 3.9687, oracle_error: 2.5645, steps: 34.6699, lengths: 13.1773, cls: 0.6820, ndtw: 0.5728, sdtw: 0.4809, success_rate: 0.6259, oracle_rate: 0.6983, spl: 0.5838, val_unseen , nav_error: 4.6772, oracle_error: 2.9201, steps: 42.7420, lengths: 15.5765, cls: 0.6022, ndtw: 0.4687, sdtw: 0.3846, success_rate: 0.5653, oracle_rate: 0.6556, spl: 0.5027
iter 181017, train , nav_error: 1.0248, oracle_error: 0.7768, steps: 26.5939, lengths: 10.3369, cls: 0.8864, ndtw: 0.8257, sdtw: 0.7957, success_rate: 0.9098, oracle_rate: 0.9283, spl: 0.8856, val_seen , nav_error: 4.1522, oracle_error: 2.8246, steps: 32.6229, lengths: 12.3276, cls: 0.6758, ndtw: 0.5651, sdtw: 0.4618, success_rate: 0.6004, oracle_rate: 0.6719, spl: 0.5678, val_unseen , nav_error: 4.6218, oracle_error: 2.9821, steps: 34.5909, lengths: 12.6258, cls: 0.6275, ndtw: 0.5153, sdtw: 0.4244, success_rate: 0.5777, oracle_rate: 0.6501, spl: 0.5307
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 177096 iter 177096, train , nav_error: 1.0973, oracle_error: 0.8132, steps: 27.4490, lengths: 10.6092, cls: 0.8756, ndtw: 0.8098, sdtw: 0.7765, success_rate: 0.9011, oracle_rate: 0.9246, spl: 0.8727, val_seen , nav_error: 4.1920, oracle_error: 2.7176, steps: 35.7277, lengths: 13.4731, cls: 0.6673, ndtw: 0.5507, sdtw: 0.4579, success_rate: 0.6004, oracle_rate: 0.6836, spl: 0.5639, val_unseen , nav_error: 4.5433, oracle_error: 2.8947, steps: 41.0289, lengths: 14.8518, cls: 0.6110, ndtw: 0.4923, sdtw: 0.4029, success_rate: 0.5632, oracle_rate: 0.6539, spl: 0.5115
iter 181173, train , nav_error: 1.0562, oracle_error: 0.8048, steps: 27.0423, lengths: 10.4473, cls: 0.8815, ndtw: 0.8197, sdtw: 0.7878, success_rate: 0.9052, oracle_rate: 0.9254, spl: 0.8793, val_seen , nav_error: 4.2561, oracle_error: 2.8760, steps: 31.8100, lengths: 12.1640, cls: 0.6707, ndtw: 0.5629, sdtw: 0.4614, success_rate: 0.5984, oracle_rate: 0.6709, spl: 0.5642, val_unseen , nav_error: 4.6991, oracle_error: 3.0496, steps: 35.7195, lengths: 12.7444, cls: 0.6154, ndtw: 0.4997, sdtw: 0.4025, success_rate: 0.5556, oracle_rate: 0.6386, spl: 0.5114
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 177096 iter 177096, train , nav_error: 1.0973, oracle_error: 0.8132, steps: 27.4490, lengths: 10.6092, cls: 0.8756, ndtw: 0.8098, sdtw: 0.7765, success_rate: 0.9011, oracle_rate: 0.9246, spl: 0.8727, val_seen , nav_error: 4.1920, oracle_error: 2.7176, steps: 35.7277, lengths: 13.4731, cls: 0.6673, ndtw: 0.5507, sdtw: 0.4579, success_rate: 0.6004, oracle_rate: 0.6836, spl: 0.5639, val_unseen , nav_error: 4.5433, oracle_error: 2.8947, steps: 41.0289, lengths: 14.8518, cls: 0.6110, ndtw: 0.4923, sdtw: 0.4029, success_rate: 0.5632, oracle_rate: 0.6539, spl: 0.5115
iter 181428, train , nav_error: 2.0062, oracle_error: 1.4267, steps: 32.7158, lengths: 12.3125, cls: 0.7999, ndtw: 0.7135, sdtw: 0.6623, success_rate: 0.8070, oracle_rate: 0.8471, spl: 0.7698, val_seen , nav_error: 4.7626, oracle_error: 3.1821, steps: 42.1175, lengths: 15.8000, cls: 0.6287, ndtw: 0.5085, sdtw: 0.4047, success_rate: 0.5387, oracle_rate: 0.6200, spl: 0.5006, val_unseen , nav_error: 5.1088, oracle_error: 3.2810, steps: 51.1158, lengths: 18.6471, cls: 0.5705, ndtw: 0.4580, sdtw: 0.3715, success_rate: 0.5258, oracle_rate: 0.6211, spl: 0.4717
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 177096 iter 177096, train , nav_error: 1.0973, oracle_error: 0.8132, steps: 27.4490, lengths: 10.6092, cls: 0.8756, ndtw: 0.8098, sdtw: 0.7765, success_rate: 0.9011, oracle_rate: 0.9246, spl: 0.8727, val_seen , nav_error: 4.1920, oracle_error: 2.7176, steps: 35.7277, lengths: 13.4731, cls: 0.6673, ndtw: 0.5507, sdtw: 0.4579, success_rate: 0.6004, oracle_rate: 0.6836, spl: 0.5639, val_unseen , nav_error: 4.5433, oracle_error: 2.8947, steps: 41.0289, lengths: 14.8518, cls: 0.6110, ndtw: 0.4923, sdtw: 0.4029, success_rate: 0.5632, oracle_rate: 0.6539, spl: 0.5115
iter 181614, train , nav_error: 1.1632, oracle_error: 0.8681, steps: 27.2036, lengths: 10.5544, cls: 0.8733, ndtw: 0.8080, sdtw: 0.7725, success_rate: 0.8934, oracle_rate: 0.9166, spl: 0.8666, val_seen , nav_error: 4.2665, oracle_error: 2.8713, steps: 35.6239, lengths: 13.2746, cls: 0.6685, ndtw: 0.5591, sdtw: 0.4620, success_rate: 0.5955, oracle_rate: 0.6690, spl: 0.5631, val_unseen , nav_error: 4.5316, oracle_error: 2.9266, steps: 37.7705, lengths: 13.4187, cls: 0.6218, ndtw: 0.5045, sdtw: 0.4076, success_rate: 0.5649, oracle_rate: 0.6526, spl: 0.5184
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 177096 iter 177096, train , nav_error: 1.0973, oracle_error: 0.8132, steps: 27.4490, lengths: 10.6092, cls: 0.8756, ndtw: 0.8098, sdtw: 0.7765, success_rate: 0.9011, oracle_rate: 0.9246, spl: 0.8727, val_seen , nav_error: 4.1920, oracle_error: 2.7176, steps: 35.7277, lengths: 13.4731, cls: 0.6673, ndtw: 0.5507, sdtw: 0.4579, success_rate: 0.6004, oracle_rate: 0.6836, spl: 0.5639, val_unseen , nav_error: 4.5433, oracle_error: 2.8947, steps: 41.0289, lengths: 14.8518, cls: 0.6110, ndtw: 0.4923, sdtw: 0.4029, success_rate: 0.5632, oracle_rate: 0.6539, spl: 0.5115
iter 181864, train , nav_error: 1.1643, oracle_error: 0.8827, steps: 27.5807, lengths: 10.7113, cls: 0.8709, ndtw: 0.8072, sdtw: 0.7729, success_rate: 0.8957, oracle_rate: 0.9184, spl: 0.8685, val_seen , nav_error: 4.0979, oracle_error: 2.7482, steps: 36.7424, lengths: 14.1040, cls: 0.6685, ndtw: 0.5526, sdtw: 0.4542, success_rate: 0.6004, oracle_rate: 0.6738, spl: 0.5622, val_unseen , nav_error: 4.5950, oracle_error: 2.9395, steps: 42.4283, lengths: 15.2601, cls: 0.6150, ndtw: 0.5046, sdtw: 0.4205, success_rate: 0.5743, oracle_rate: 0.6539, spl: 0.5244
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 177096 iter 177096, train , nav_error: 1.0973, oracle_error: 0.8132, steps: 27.4490, lengths: 10.6092, cls: 0.8756, ndtw: 0.8098, sdtw: 0.7765, success_rate: 0.9011, oracle_rate: 0.9246, spl: 0.8727, val_seen , nav_error: 4.1920, oracle_error: 2.7176, steps: 35.7277, lengths: 13.4731, cls: 0.6673, ndtw: 0.5507, sdtw: 0.4579, success_rate: 0.6004, oracle_rate: 0.6836, spl: 0.5639, val_unseen , nav_error: 4.5433, oracle_error: 2.8947, steps: 41.0289, lengths: 14.8518, cls: 0.6110, ndtw: 0.4923, sdtw: 0.4029, success_rate: 0.5632, oracle_rate: 0.6539, spl: 0.5115
iter 182042, train , nav_error: 1.0257, oracle_error: 0.7955, steps: 26.3911, lengths: 10.2375, cls: 0.8853, ndtw: 0.8257, sdtw: 0.7929, success_rate: 0.9071, oracle_rate: 0.9261, spl: 0.8828, val_seen , nav_error: 4.2270, oracle_error: 2.8646, steps: 32.7571, lengths: 12.4526, cls: 0.6705, ndtw: 0.5612, sdtw: 0.4584, success_rate: 0.5955, oracle_rate: 0.6660, spl: 0.5637, val_unseen , nav_error: 4.5799, oracle_error: 3.0131, steps: 35.6841, lengths: 12.8180, cls: 0.6181, ndtw: 0.5043, sdtw: 0.4097, success_rate: 0.5670, oracle_rate: 0.6437, spl: 0.5199
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 177096 iter 177096, train , nav_error: 1.0973, oracle_error: 0.8132, steps: 27.4490, lengths: 10.6092, cls: 0.8756, ndtw: 0.8098, sdtw: 0.7765, success_rate: 0.9011, oracle_rate: 0.9246, spl: 0.8727, val_seen , nav_error: 4.1920, oracle_error: 2.7176, steps: 35.7277, lengths: 13.4731, cls: 0.6673, ndtw: 0.5507, sdtw: 0.4579, success_rate: 0.6004, oracle_rate: 0.6836, spl: 0.5639, val_unseen , nav_error: 4.5433, oracle_error: 2.8947, steps: 41.0289, lengths: 14.8518, cls: 0.6110, ndtw: 0.4923, sdtw: 0.4029, success_rate: 0.5632, oracle_rate: 0.6539, spl: 0.5115
iter 182298, train , nav_error: 1.2057, oracle_error: 0.9268, steps: 27.3524, lengths: 10.5555, cls: 0.8703, ndtw: 0.8060, sdtw: 0.7679, success_rate: 0.8881, oracle_rate: 0.9095, spl: 0.8625, val_seen , nav_error: 4.2104, oracle_error: 2.8593, steps: 35.7904, lengths: 13.2682, cls: 0.6709, ndtw: 0.5594, sdtw: 0.4580, success_rate: 0.5877, oracle_rate: 0.6660, spl: 0.5577, val_unseen , nav_error: 4.6326, oracle_error: 3.0678, steps: 40.2644, lengths: 14.3878, cls: 0.6088, ndtw: 0.4905, sdtw: 0.3945, success_rate: 0.5581, oracle_rate: 0.6373, spl: 0.5077
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 177096 iter 177096, train , nav_error: 1.0973, oracle_error: 0.8132, steps: 27.4490, lengths: 10.6092, cls: 0.8756, ndtw: 0.8098, sdtw: 0.7765, success_rate: 0.9011, oracle_rate: 0.9246, spl: 0.8727, val_seen , nav_error: 4.1920, oracle_error: 2.7176, steps: 35.7277, lengths: 13.4731, cls: 0.6673, ndtw: 0.5507, sdtw: 0.4579, success_rate: 0.6004, oracle_rate: 0.6836, spl: 0.5639, val_unseen , nav_error: 4.5433, oracle_error: 2.8947, steps: 41.0289, lengths: 14.8518, cls: 0.6110, ndtw: 0.4923, sdtw: 0.4029, success_rate: 0.5632, oracle_rate: 0.6539, spl: 0.5115
iter 182572, train , nav_error: 1.4998, oracle_error: 1.1406, steps: 29.0593, lengths: 11.0909, cls: 0.8446, ndtw: 0.7745, sdtw: 0.7303, success_rate: 0.8598, oracle_rate: 0.8833, spl: 0.8310, val_seen , nav_error: 4.3242, oracle_error: 2.9657, steps: 38.8854, lengths: 14.5312, cls: 0.6546, ndtw: 0.5431, sdtw: 0.4339, success_rate: 0.5690, oracle_rate: 0.6435, spl: 0.5347, val_unseen , nav_error: 4.8364, oracle_error: 3.1891, steps: 43.4930, lengths: 15.6088, cls: 0.5992, ndtw: 0.4873, sdtw: 0.3985, success_rate: 0.5564, oracle_rate: 0.6275, spl: 0.5040
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 177096 iter 177096, train , nav_error: 1.0973, oracle_error: 0.8132, steps: 27.4490, lengths: 10.6092, cls: 0.8756, ndtw: 0.8098, sdtw: 0.7765, success_rate: 0.9011, oracle_rate: 0.9246, spl: 0.8727, val_seen , nav_error: 4.1920, oracle_error: 2.7176, steps: 35.7277, lengths: 13.4731, cls: 0.6673, ndtw: 0.5507, sdtw: 0.4579, success_rate: 0.6004, oracle_rate: 0.6836, spl: 0.5639, val_unseen , nav_error: 4.5433, oracle_error: 2.8947, steps: 41.0289, lengths: 14.8518, cls: 0.6110, ndtw: 0.4923, sdtw: 0.4029, success_rate: 0.5632, oracle_rate: 0.6539, spl: 0.5115
iter 182839, train , nav_error: 1.7182, oracle_error: 1.2152, steps: 31.3939, lengths: 11.9509, cls: 0.8232, ndtw: 0.7438, sdtw: 0.6998, success_rate: 0.8388, oracle_rate: 0.8741, spl: 0.8041, val_seen , nav_error: 4.5702, oracle_error: 3.0172, steps: 42.0627, lengths: 15.7850, cls: 0.6418, ndtw: 0.5246, sdtw: 0.4235, success_rate: 0.5651, oracle_rate: 0.6503, spl: 0.5221, val_unseen , nav_error: 4.9288, oracle_error: 3.1199, steps: 48.0958, lengths: 17.6850, cls: 0.5890, ndtw: 0.4768, sdtw: 0.3862, success_rate: 0.5355, oracle_rate: 0.6386, spl: 0.4854
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 177096 iter 177096, train , nav_error: 1.0973, oracle_error: 0.8132, steps: 27.4490, lengths: 10.6092, cls: 0.8756, ndtw: 0.8098, sdtw: 0.7765, success_rate: 0.9011, oracle_rate: 0.9246, spl: 0.8727, val_seen , nav_error: 4.1920, oracle_error: 2.7176, steps: 35.7277, lengths: 13.4731, cls: 0.6673, ndtw: 0.5507, sdtw: 0.4579, success_rate: 0.6004, oracle_rate: 0.6836, spl: 0.5639, val_unseen , nav_error: 4.5433, oracle_error: 2.8947, steps: 41.0289, lengths: 14.8518, cls: 0.6110, ndtw: 0.4923, sdtw: 0.4029, success_rate: 0.5632, oracle_rate: 0.6539, spl: 0.5115
iter 183106, train , nav_error: 1.5887, oracle_error: 1.1174, steps: 29.6096, lengths: 11.3366, cls: 0.8367, ndtw: 0.7607, sdtw: 0.7173, success_rate: 0.8518, oracle_rate: 0.8856, spl: 0.8181, val_seen , nav_error: 4.4461, oracle_error: 2.9110, steps: 38.5935, lengths: 14.6439, cls: 0.6497, ndtw: 0.5285, sdtw: 0.4274, success_rate: 0.5788, oracle_rate: 0.6592, spl: 0.5381, val_unseen , nav_error: 4.9307, oracle_error: 3.0982, steps: 44.1805, lengths: 16.2058, cls: 0.5941, ndtw: 0.4839, sdtw: 0.3952, success_rate: 0.5496, oracle_rate: 0.6347, spl: 0.4944
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 177096 iter 177096, train , nav_error: 1.0973, oracle_error: 0.8132, steps: 27.4490, lengths: 10.6092, cls: 0.8756, ndtw: 0.8098, sdtw: 0.7765, success_rate: 0.9011, oracle_rate: 0.9246, spl: 0.8727, val_seen , nav_error: 4.1920, oracle_error: 2.7176, steps: 35.7277, lengths: 13.4731, cls: 0.6673, ndtw: 0.5507, sdtw: 0.4579, success_rate: 0.6004, oracle_rate: 0.6836, spl: 0.5639, val_unseen , nav_error: 4.5433, oracle_error: 2.8947, steps: 41.0289, lengths: 14.8518, cls: 0.6110, ndtw: 0.4923, sdtw: 0.4029, success_rate: 0.5632, oracle_rate: 0.6539, spl: 0.5115
iter 183270, train , nav_error: 1.0663, oracle_error: 0.8184, steps: 27.0963, lengths: 10.4864, cls: 0.8823, ndtw: 0.8215, sdtw: 0.7887, success_rate: 0.9040, oracle_rate: 0.9236, spl: 0.8798, val_seen , nav_error: 4.2247, oracle_error: 2.8605, steps: 32.9931, lengths: 12.3435, cls: 0.6721, ndtw: 0.5610, sdtw: 0.4648, success_rate: 0.6014, oracle_rate: 0.6729, spl: 0.5698, val_unseen , nav_error: 4.5546, oracle_error: 3.0072, steps: 35.7301, lengths: 12.8006, cls: 0.6252, ndtw: 0.5090, sdtw: 0.4094, success_rate: 0.5611, oracle_rate: 0.6462, spl: 0.5181
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 177096 iter 177096, train , nav_error: 1.0973, oracle_error: 0.8132, steps: 27.4490, lengths: 10.6092, cls: 0.8756, ndtw: 0.8098, sdtw: 0.7765, success_rate: 0.9011, oracle_rate: 0.9246, spl: 0.8727, val_seen , nav_error: 4.1920, oracle_error: 2.7176, steps: 35.7277, lengths: 13.4731, cls: 0.6673, ndtw: 0.5507, sdtw: 0.4579, success_rate: 0.6004, oracle_rate: 0.6836, spl: 0.5639, val_unseen , nav_error: 4.5433, oracle_error: 2.8947, steps: 41.0289, lengths: 14.8518, cls: 0.6110, ndtw: 0.4923, sdtw: 0.4029, success_rate: 0.5632, oracle_rate: 0.6539, spl: 0.5115
iter 183428, train , nav_error: 1.2118, oracle_error: 0.9142, steps: 27.1984, lengths: 10.4926, cls: 0.8687, ndtw: 0.8020, sdtw: 0.7655, success_rate: 0.8895, oracle_rate: 0.9115, spl: 0.8613, val_seen , nav_error: 4.3277, oracle_error: 2.8941, steps: 32.2977, lengths: 12.3465, cls: 0.6642, ndtw: 0.5512, sdtw: 0.4456, success_rate: 0.5886, oracle_rate: 0.6660, spl: 0.5532, val_unseen , nav_error: 4.7875, oracle_error: 3.1403, steps: 35.3235, lengths: 12.5672, cls: 0.6142, ndtw: 0.5013, sdtw: 0.4023, success_rate: 0.5513, oracle_rate: 0.6279, spl: 0.5078
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 177096 iter 177096, train , nav_error: 1.0973, oracle_error: 0.8132, steps: 27.4490, lengths: 10.6092, cls: 0.8756, ndtw: 0.8098, sdtw: 0.7765, success_rate: 0.9011, oracle_rate: 0.9246, spl: 0.8727, val_seen , nav_error: 4.1920, oracle_error: 2.7176, steps: 35.7277, lengths: 13.4731, cls: 0.6673, ndtw: 0.5507, sdtw: 0.4579, success_rate: 0.6004, oracle_rate: 0.6836, spl: 0.5639, val_unseen , nav_error: 4.5433, oracle_error: 2.8947, steps: 41.0289, lengths: 14.8518, cls: 0.6110, ndtw: 0.4923, sdtw: 0.4029, success_rate: 0.5632, oracle_rate: 0.6539, spl: 0.5115
iter 183649, train , nav_error: 2.6212, oracle_error: 1.7649, steps: 37.7858, lengths: 13.6555, cls: 0.7514, ndtw: 0.6573, sdtw: 0.5954, success_rate: 0.7459, oracle_rate: 0.8032, spl: 0.7011, val_seen , nav_error: 5.2670, oracle_error: 3.4500, steps: 48.8913, lengths: 17.2207, cls: 0.5924, ndtw: 0.4616, sdtw: 0.3637, success_rate: 0.5054, oracle_rate: 0.5926, spl: 0.4604, val_unseen , nav_error: 5.4794, oracle_error: 3.4260, steps: 55.1469, lengths: 19.5870, cls: 0.5511, ndtw: 0.4382, sdtw: 0.3486, success_rate: 0.4938, oracle_rate: 0.5964, spl: 0.4416
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
